Data size: 50
l1 0.34368	f1 -0.514783	l2 0.349055	f2 -0.514763 1
l1 0.340358	f1 -0.514777	l2 0.34368	f2 -0.514783 1
l1 0.34368	f1 -0.514783	l2 0.345733	f2 -0.51478 1
l1 0.342411	f1 -0.514783	l2 0.34368	f2 -0.514783 1
l1 0.34368	f1 -0.514783	l2 0.344464	f2 -0.514782 1
l1 0.343195	f1 -0.514783	l2 0.34368	f2 -0.514783 1
l1 0.34368	f1 -0.514783	l2 0.34398	f2 -0.514783 1
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08748e-05 2
l1 2360.68	f1 -0.000211733	l2 3819.66	f2 -0.000130858 2
l1 1458.98	f1 -0.00034259	l2 2360.68	f2 -0.000211733 2
l1 901.7	f1 -0.000554322	l2 1458.98	f2 -0.00034259 2
l1 557.281	f1 -0.000896906	l2 901.7	f2 -0.000554322 2
l1 344.419	f1 -0.0014512	l2 557.281	f2 -0.000896906 2
l1 212.862	f1 -0.00234802	l2 344.419	f2 -0.0014512 2
l1 131.556	f1 -0.00379884	l2 212.863	f2 -0.00234802 2
l1 81.3063	f1 -0.00614522	l2 131.556	f2 -0.00379884 2
l1 50.2501	f1 -0.00993715	l2 81.3063	f2 -0.00614522 2
l1 31.0563	f1 -0.0160532	l2 50.2501	f2 -0.00993715 2
l1 19.1939	f1 -0.0258676	l2 31.0563	f2 -0.0160532 2
l1 11.8625	f1 -0.0414073	l2 19.1939	f2 -0.0258676 2
l1 7.33148	f1 -0.0651704	l2 11.8625	f2 -0.0414073 2
l1 4.53114	f1 -0.0983958	l2 7.33148	f2 -0.0651704 2
l1 2.80044	f1 -0.135703	l2 4.53114	f2 -0.0983958 2
l1 1.7308	f1 -0.164727	l2 2.80044	f2 -0.135703 2
l1 1.06973	f1 -0.20751	l2 1.7308	f2 -0.164727 2
l1 0.66117	f1 -0.304032	l2 1.06973	f2 -0.20751 2
l1 0.408664	f1 -0.415841	l2 0.66117	f2 -0.304032 2
l1 0.252606	f1 -0.50729	l2 0.408664	f2 -0.415841 2
l1 0.156157	f1 -0.553941	l2 0.252606	f2 -0.50729 2
l1 0.0965488	f1 -0.553764	l2 0.156157	f2 -0.553941 2
l1 0.156157	f1 -0.553941	l2 0.192998	f2 -0.539423 2
l1 0.133389	f1 -0.558795	l2 0.156157	f2 -0.553941 2
l1 0.119317	f1 -0.559289	l2 0.133389	f2 -0.558795 2
l1 0.110621	f1 -0.558276	l2 0.119317	f2 -0.559289 2
l1 0.119317	f1 -0.559289	l2 0.124692	f2 -0.559379 2
l1 0.124692	f1 -0.559379	l2 0.128014	f2 -0.559256 2
l1 0.122639	f1 -0.559388	l2 0.124692	f2 -0.559379 2
l1 0.12137	f1 -0.559367	l2 0.122639	f2 -0.559388 2
l1 0.122639	f1 -0.559388	l2 0.123423	f2 -0.559391 2
l1 0.123423	f1 -0.559391	l2 0.123908	f2 -0.559389 2
l1 0.123124	f1 -0.559391	l2 0.123423	f2 -0.559391 2
l1 3819.66	f1 -0.000130858	l2 6180.34	f2 -8.08748e-05 3
l1 2360.68	f1 -0.000211733	l2 3819.66	f2 -0.000130858 3
l1 1458.98	f1 -0.000342591	l2 2360.68	f2 -0.000211733 3
l1 901.7	f1 -0.000554324	l2 1458.98	f2 -0.000342591 3
l1 557.281	f1 -0.000896912	l2 901.7	f2 -0.000554324 3
l1 344.419	f1 -0.00145123	l2 557.281	f2 -0.000896912 3
l1 212.862	f1 -0.00234813	l2 344.419	f2 -0.00145123 3
l1 131.556	f1 -0.0037993	l2 212.863	f2 -0.00234813 3
l1 81.3063	f1 -0.00614718	l2 131.556	f2 -0.0037993 3
l1 50.2501	f1 -0.00994541	l2 81.3063	f2 -0.00614718 3
l1 31.0563	f1 -0.0160881	l2 50.2501	f2 -0.00994541 3
l1 19.1939	f1 -0.0260147	l2 31.0563	f2 -0.0160881 3
l1 11.8625	f1 -0.0420235	l2 19.1939	f2 -0.0260147 3
l1 7.33148	f1 -0.0677042	l2 11.8625	f2 -0.0420235 3
l1 4.53114	f1 -0.108331	l2 7.33148	f2 -0.0677042 3
l1 2.80044	f1 -0.170323	l2 4.53114	f2 -0.108331 3
l1 1.7308	f1 -0.256531	l2 2.80044	f2 -0.170323 3
l1 1.06973	f1 -0.352106	l2 1.7308	f2 -0.256531 3
l1 0.66117	f1 -0.42458	l2 1.06973	f2 -0.352106 3
l1 0.408664	f1 -0.526005	l2 0.66117	f2 -0.42458 3
l1 0.252606	f1 -0.738355	l2 0.408664	f2 -0.526005 3
l1 0.156157	f1 -0.932057	l2 0.252606	f2 -0.738355 3
l1 0.0965488	f1 -1.06213	l2 0.156157	f2 -0.932057 3
l1 0.0597086	f1 -1.21191	l2 0.0965488	f2 -1.06213 3
l1 0.0369402	f1 -1.66469	l2 0.0597086	f2 -1.21191 3
l1 0.0228685	f1 -2.8412	l2 0.0369402	f2 -1.66469 3
l1 0.0141717	f1 -4.60993	l2 0.0228685	f2 -2.8412 3
l1 0.00879678	f1 -7.42666	l2 0.0141717	f2 -4.60993 3
l1 0.00547491	f1 -11.9328	l2 0.00879678	f2 -7.42666 3
l1 0.00342188	f1 -19.0921	l2 0.00547491	f2 -11.9328 3
l1 0.00215303	f1 -30.3436	l2 0.00342188	f2 -19.0921 3
l1 0.00136884	f1 -47.727	l2 0.00215303	f2 -30.3436 3
l1 0.000884189	f1 -73.8878	l2 0.00136884	f2 -47.727 3
l1 0.000584655	f1 -111.742	l2 0.000884189	f2 -73.8878 3
0.355849
0.34383
0.123274
0.000734422
STOP 2382.51	3.40282e+38	2382.51	3.40282e+38
2382.51	2382.51	2396.45	13.9465
2382.51	2396.45	2430.96	34.5037
2382.51	2430.96	2445.26	14.3074
2382.51	2445.26	2457.47	12.2009
2382.51	2457.47	2470.19	12.729
2382.51	2470.19	2486.6	16.4089
2382.51	2486.6	2508.62	22.0208
2382.51	2508.62	2525	16.3752
2382.51	2525	2538.36	13.3572
2382.51	2538.36	2550.41	12.0535
2382.51	2550.41	2561.84	11.427
2382.51	2561.84	2572.39	10.5496
2382.51	2572.39	2583.95	11.5662
2382.51	2583.95	2597.03	13.0754
2382.51	2597.03	2609.07	12.0452
2382.51	2609.07	2619.82	10.7424
2382.51	2619.82	2630.01	10.1982
2382.51	2630.01	2640.01	9.99194
2382.51	2640.01	2649.89	9.88794
2382.51	2649.89	2659.6	9.70142
2382.51	2659.6	2668.91	9.31445
2382.51	2668.91	2677.63	8.72314
2382.51	2677.63	2685.65	8.01831
2382.51	2685.65	2692.96	7.30835
2382.51	2692.96	2699.62	6.66089
2382.51	2699.62	2705.72	6.09595
2382.51	2705.72	2711.33	5.61426
2382.51	2711.33	2716.53	5.20337
2382.51	2716.53	2721.39	4.85229
2382.51	2721.39	2726.18	4.79541
2382.51	2726.18	2730.69	4.51245
2382.51	2730.69	2734.96	4.26514
2382.51	2734.96	2739	4.04565
2382.51	2739	2742.85	3.84985
2382.51	2742.85	2746.53	3.67358
2382.51	2746.53	2750.04	3.51367
2382.51	2750.04	2753.41	3.3689
2382.51	2753.41	2756.65	3.23608
2382.51	2756.65	2759.76	3.11377
2382.51	2759.76	2762.76	3.00098
2382.51	2762.76	2765.66	2.89697
2382.51	2765.66	2768.46	2.79956
2382.51	2768.46	2771.17	2.70972
2382.51	2771.17	2773.79	2.62451
2382.51	2773.79	2776.34	2.54565
2382.51	2776.34	2778.81	2.47144
2382.51	2778.81	2781.21	2.40088
2382.51	2781.21	2783.54	2.33447
Dist arr size: 1225
D 4.92974
Sigma_d: 1.21388
l1 3819.66	f1 -0.000134824	l2 6180.34	f2 -8.33258e-05 0
l1 2360.68	f1 -0.00021815	l2 3819.66	f2 -0.000134824 0
l1 1458.98	f1 -0.000352974	l2 2360.68	f2 -0.00021815 0
l1 901.7	f1 -0.000571124	l2 1458.98	f2 -0.000352974 0
l1 557.281	f1 -0.000924097	l2 901.7	f2 -0.000571124 0
l1 344.419	f1 -0.00149522	l2 557.281	f2 -0.000924097 0
l1 212.862	f1 -0.00241931	l2 344.419	f2 -0.00149522 0
l1 131.556	f1 -0.00391451	l2 212.863	f2 -0.00241931 0
l1 81.3063	f1 -0.00633372	l2 131.556	f2 -0.00391451 0
l1 50.2501	f1 -0.0102468	l2 81.3063	f2 -0.00633372 0
l1 31.0563	f1 -0.0165637	l2 50.2501	f2 -0.0102468 0
l1 19.1939	f1 -0.0267096	l2 31.0563	f2 -0.0165637 0
l1 11.8625	f1 -0.0428649	l2 19.1939	f2 -0.0267096 0
l1 7.33148	f1 -0.0679068	l2 11.8625	f2 -0.0428649 0
l1 4.53114	f1 -0.104198	l2 7.33148	f2 -0.0679068 0
l1 2.80044	f1 -0.148775	l2 4.53114	f2 -0.104198 0
l1 1.7308	f1 -0.18735	l2 2.80044	f2 -0.148775 0
l1 1.06973	f1 -0.21205	l2 1.7308	f2 -0.18735 0
l1 0.66117	f1 -0.238	l2 1.06973	f2 -0.21205 0
l1 0.408664	f1 -0.258228	l2 0.66117	f2 -0.238 0
l1 0.252606	f1 -0.266862	l2 0.408664	f2 -0.258228 0
l1 0.156157	f1 -0.268973	l2 0.252606	f2 -0.266862 0
l1 0.0965488	f1 -0.268748	l2 0.156157	f2 -0.268973 0
l1 0.156157	f1 -0.268973	l2 0.192998	f2 -0.268527 0
l1 0.133389	f1 -0.269035	l2 0.156157	f2 -0.268973 0
l1 0.119317	f1 -0.268995	l2 0.133389	f2 -0.269035 0
l1 0.133389	f1 -0.269035	l2 0.142086	f2 -0.26903 0
l1 0.128014	f1 -0.269027	l2 0.133389	f2 -0.269035 0
l1 0.133389	f1 -0.269035	l2 0.136711	f2 -0.269036 0
l1 0.136711	f1 -0.269036	l2 0.138764	f2 -0.269034 0
l1 0.135442	f1 -0.269037	l2 0.136711	f2 -0.269036 0
l1 0.134658	f1 -0.269035	l2 0.135442	f2 -0.269037 0
l1 0.135442	f1 -0.269037	l2 0.135927	f2 -0.269036 0
l1 0.135142	f1 -0.269036	l2 0.135442	f2 -0.269037 0
h_d: 0.135292
0.0121388	0.0348601	0.0326046	0.0372569
0.0242776	0.0372569	0.0348601	0.0398028
0.0364164	0.0398028	0.0372569	0.042506
0.0485553	0.042506	0.0398028	0.0453748
0.0606941	0.0453748	0.042506	0.048418
0.0728329	0.048418	0.0453748	0.0516445
0.0849717	0.0516445	0.048418	0.0550632
0.0971105	0.0550632	0.0516445	0.0586832
0.109249	0.0586832	0.0550632	0.0625135
0.121388	0.0625135	0.0586832	0.0665626
0.133527	0.0665626	0.0625135	0.0708391
0.145666	0.0708391	0.0665626	0.0753505
0.157805	0.0753505	0.0708391	0.080104
0.169943	0.080104	0.0753505	0.0851055
0.182082	0.0851055	0.080104	0.09036
0.194221	0.09036	0.0851055	0.0958708
0.20636	0.0958708	0.09036	0.10164
0.218499	0.10164	0.0958708	0.107666
0.230637	0.107666	0.10164	0.113948
0.242776	0.113948	0.107666	0.12048
0.254915	0.12048	0.113948	0.127256
0.267054	0.127256	0.12048	0.134265
0.279193	0.134265	0.127256	0.141494
0.291332	0.141494	0.134265	0.148926
0.30347	0.148926	0.141494	0.156544
0.315609	0.156544	0.148926	0.164326
0.327748	0.164326	0.156544	0.172246
0.339887	0.172246	0.164326	0.180277
0.352026	0.180277	0.172246	0.18839
0.364164	0.18839	0.180277	0.196552
0.376303	0.196552	0.18839	0.204731
0.388442	0.204731	0.196552	0.212891
0.400581	0.212891	0.204731	0.220997
0.41272	0.220997	0.212891	0.229014
0.424859	0.229014	0.220997	0.236905
0.436997	0.236905	0.229014	0.244635
0.449136	0.244635	0.236905	0.252173
0.461275	0.252173	0.244635	0.259486
0.473414	0.259486	0.252173	0.266545
0.485553	0.266545	0.259486	0.273325
0.497691	0.273325	0.266545	0.279801
0.50983	0.279801	0.273325	0.285956
0.521969	0.285956	0.279801	0.291771
0.534108	0.291771	0.285956	0.297236
0.546247	0.297236	0.291771	0.302341
0.558386	0.302341	0.297236	0.307081
0.570524	0.307081	0.302341	0.311453
0.582663	0.311453	0.307081	0.315459
0.594802	0.315459	0.311453	0.319101
0.606941	0.319101	0.315459	0.322385
0.61908	0.322385	0.319101	0.325317
0.631219	0.325317	0.322385	0.327905
0.643358	0.327905	0.325317	0.330159
0.655496	0.330159	0.327905	0.332085
0.667635	0.332085	0.330159	0.333694
0.679774	0.333694	0.332085	0.334992
0.691913	0.334992	0.333694	0.335986
0.704052	0.335986	0.334992	0.336684
0.716191	0.336684	0.335986	0.337089
0.728329	0.337089	0.336684	0.337207
0.740468	0.337207	0.337089	0.33704
0.752607	0.33704	0.337207	0.336591
0.764746	0.336591	0.33704	0.335865
0.776885	0.335865	0.336591	0.334862
0.789024	0.334862	0.335865	0.333587
0.801162	0.333587	0.334862	0.332045
0.813301	0.332045	0.333587	0.330239
0.82544	0.330239	0.332045	0.328179
0.837579	0.328179	0.330239	0.325873
0.849718	0.325873	0.328179	0.323333
0.861857	0.323333	0.325873	0.320573
0.873996	0.320573	0.323333	0.317607
0.886134	0.317607	0.320573	0.314457
0.898273	0.314457	0.317607	0.31114
0.910412	0.31114	0.314457	0.307681
0.922551	0.307681	0.31114	0.304104
0.93469	0.304104	0.307681	0.300433
0.946829	0.300433	0.304104	0.296694
0.958967	0.296694	0.300433	0.292914
0.971106	0.292914	0.296694	0.289118
0.983245	0.289118	0.292914	0.285331
0.995384	0.285331	0.289118	0.281576
1.00752	0.281576	0.285331	0.277876
1.01966	0.277876	0.281576	0.274249
1.0318	0.274249	0.277876	0.270713
1.04394	0.270713	0.274249	0.267279
1.05608	0.267279	0.270713	0.263961
1.06822	0.263961	0.267279	0.260764
1.08036	0.260764	0.263961	0.257694
1.09249	0.257694	0.260764	0.25475
1.10463	0.25475	0.257694	0.251931
1.11677	0.251931	0.25475	0.249233
1.12891	0.249233	0.251931	0.246649
1.14105	0.246649	0.249233	0.244168
1.15319	0.244168	0.246649	0.241781
1.16533	0.241781	0.244168	0.239474
1.17747	0.239474	0.241781	0.237234
1.18961	0.237234	0.239474	0.235049
1.20174	0.235049	0.237234	0.232905
1.21388	0.232905	0.235049	0.230787
1.22602	0.230787	0.232905	0.228684
1.23816	0.228684	0.230787	0.226584
1.2503	0.226584	0.228684	0.224476
1.26244	0.224476	0.226584	0.222352
1.27458	0.222352	0.224476	0.220205
1.28672	0.220205	0.222352	0.218028
1.29886	0.218028	0.220205	0.215818
1.31099	0.215818	0.218028	0.213574
1.32313	0.213574	0.215818	0.211294
1.33527	0.211294	0.213574	0.208981
1.34741	0.208981	0.211294	0.206636
1.35955	0.206636	0.208981	0.204264
1.37169	0.204264	0.206636	0.20187
1.38383	0.20187	0.204264	0.199461
1.39597	0.199461	0.20187	0.197044
1.4081	0.197044	0.199461	0.194626
1.42024	0.194626	0.197044	0.192215
1.43238	0.192215	0.194626	0.189819
1.44452	0.189819	0.192215	0.187448
1.45666	0.187448	0.189819	0.185109
1.4688	0.185109	0.187448	0.18281
1.48094	0.18281	0.185109	0.180559
1.49308	0.180559	0.18281	0.178363
1.50522	0.178363	0.180559	0.17623
1.51735	0.17623	0.178363	0.174165
1.52949	0.174165	0.17623	0.172173
1.54163	0.172173	0.174165	0.17026
1.55377	0.17026	0.172173	0.16843
1.56591	0.16843	0.17026	0.166688
1.57805	0.166688	0.16843	0.165035
1.59019	0.165035	0.166688	0.163474
1.60233	0.163474	0.165035	0.162008
1.61446	0.162008	0.163474	0.160638
1.6266	0.160638	0.162008	0.159363
1.63874	0.159363	0.160638	0.158186
1.65088	0.158186	0.159363	0.157105
1.66302	0.157105	0.158186	0.156121
1.67516	0.156121	0.157105	0.155231
1.6873	0.155231	0.156121	0.154435
1.69944	0.154435	0.155231	0.153731
1.71158	0.153731	0.154435	0.153116
1.72371	0.153116	0.153731	0.15259
1.73585	0.15259	0.153116	0.152147
1.74799	0.152147	0.15259	0.151787
1.76013	0.151787	0.152147	0.151505
1.77227	0.151505	0.151787	0.151297
1.78441	0.151297	0.151505	0.151161
1.79655	0.151161	0.151297	0.151092
1.80869	0.151092	0.151161	0.151086
1.82083	0.151086	0.151092	0.151138
ClusterDistance: 1.82083
Clusters nr:1
50	
FINISHED
