Data size: 100
l1 0.0771022	f1 -0.302683	l2 0.0791552	f2 -0.302684 0
l1 0.0791552	f1 -0.302684	l2 0.0804241	f2 -0.302687 0
l1 0.0804241	f1 -0.302687	l2 0.0812083	f2 -0.302683 0
l1 0.0799394	f1 -0.302687	l2 0.0804241	f2 -0.302687 0
l1 0.0796399	f1 -0.302686	l2 0.0799394	f2 -0.302687 0
h_d: 0.0797897
0.0133118	0.0255874	0.0223764	0.0292275
0.0266236	0.0292275	0.0255874	0.0333524
0.0399354	0.0333524	0.0292275	0.0380252
0.0532472	0.0380252	0.0333524	0.0433159
0.066559	0.0433159	0.0380252	0.049301
0.0798708	0.049301	0.0433159	0.0560631
0.0931826	0.0560631	0.049301	0.0636887
0.106494	0.0636887	0.0560631	0.0722655
0.119806	0.0722655	0.0636887	0.0818783
0.133118	0.0818783	0.0722655	0.0926042
0.14643	0.0926042	0.0818783	0.104506
0.159742	0.104506	0.0926042	0.117626
0.173053	0.117626	0.104506	0.131977
0.186365	0.131977	0.117626	0.147539
0.199677	0.147539	0.131977	0.164251
0.212989	0.164251	0.147539	0.182009
0.226301	0.182009	0.164251	0.200671
0.239612	0.200671	0.182009	0.220059
0.252924	0.220059	0.200671	0.23997
0.266236	0.23997	0.220059	0.260192
0.279548	0.260192	0.23997	0.280518
0.29286	0.280518	0.260192	0.300765
0.306171	0.300765	0.280518	0.320785
0.319483	0.320785	0.300765	0.340474
0.332795	0.340474	0.320785	0.359777
0.346107	0.359777	0.340474	0.378676
0.359419	0.378676	0.359777	0.397184
0.37273	0.397184	0.378676	0.41532
0.386042	0.41532	0.397184	0.433093
0.399354	0.433093	0.41532	0.450476
0.412666	0.450476	0.433093	0.467393
0.425978	0.467393	0.450476	0.4837
0.439289	0.4837	0.467393	0.499177
0.452601	0.499177	0.4837	0.513536
0.465913	0.513536	0.499177	0.526422
0.479225	0.526422	0.513536	0.537446
0.492537	0.537446	0.526422	0.546217
0.505848	0.546217	0.537446	0.552378
0.51916	0.552378	0.546217	0.555662
0.532472	0.555662	0.552378	0.55593
0.545784	0.55593	0.555662	0.553202
0.559096	0.553202	0.55593	0.547669
0.572407	0.547669	0.553202	0.539688
0.585719	0.539688	0.547669	0.529755
0.599031	0.529755	0.539688	0.518452
0.612343	0.518452	0.529755	0.506403
0.625655	0.506403	0.518452	0.494214
0.638967	0.494214	0.506403	0.482428
0.652278	0.482428	0.494214	0.471485
0.66559	0.471485	0.482428	0.461697
0.678902	0.461697	0.471485	0.453244
0.692214	0.453244	0.461697	0.44617
0.705526	0.44617	0.453244	0.440401
0.718837	0.440401	0.44617	0.435761
0.732149	0.435761	0.440401	0.432004
0.745461	0.432004	0.435761	0.428848
0.758773	0.428848	0.432004	0.425993
0.772085	0.425993	0.428848	0.423162
0.785396	0.423162	0.425993	0.420111
0.798708	0.420111	0.423162	0.416653
0.81202	0.416653	0.420111	0.412655
0.825332	0.412655	0.416653	0.408049
0.838644	0.408049	0.412655	0.402815
0.851955	0.402815	0.408049	0.396979
0.865267	0.396979	0.402815	0.390604
0.878579	0.390604	0.396979	0.383768
0.891891	0.383768	0.390604	0.376565
0.905203	0.376565	0.383768	0.369091
0.918514	0.369091	0.376565	0.36144
0.931826	0.36144	0.369091	0.353694
0.945138	0.353694	0.36144	0.345927
0.95845	0.345927	0.353694	0.338197
0.971762	0.338197	0.345927	0.330552
0.985073	0.330552	0.338197	0.323022
0.998385	0.323022	0.330552	0.315626
1.0117	0.315626	0.323022	0.30837
1.02501	0.30837	0.315626	0.301251
1.03832	0.301251	0.30837	0.29426
1.05163	0.29426	0.301251	0.287383
1.06494	0.287383	0.29426	0.280606
1.07826	0.280606	0.287383	0.273915
1.09157	0.273915	0.280606	0.267305
1.10488	0.267305	0.273915	0.260771
1.11819	0.260771	0.267305	0.254318
1.1315	0.254318	0.260771	0.247956
1.14481	0.247956	0.254318	0.241695
1.15813	0.241695	0.247956	0.235552
1.17144	0.235552	0.241695	0.229543
1.18475	0.229543	0.235552	0.223681
1.19806	0.223681	0.229543	0.217978
1.21137	0.217978	0.223681	0.212439
1.22468	0.212439	0.217978	0.207067
1.238	0.207067	0.212439	0.201858
1.25131	0.201858	0.207067	0.196803
1.26462	0.196803	0.201858	0.19189
1.27793	0.19189	0.196803	0.187104
1.29124	0.187104	0.19189	0.182425
1.30456	0.182425	0.187104	0.177833
1.31787	0.177833	0.182425	0.17331
1.33118	0.17331	0.177833	0.168836
1.34449	0.168836	0.17331	0.164394
1.3578	0.164394	0.168836	0.15997
1.37111	0.15997	0.164394	0.155551
1.38443	0.155551	0.15997	0.151131
1.39774	0.151131	0.155551	0.146704
1.41105	0.146704	0.151131	0.14227
1.42436	0.14227	0.146704	0.137834
1.43767	0.137834	0.14227	0.133401
1.45098	0.133401	0.137834	0.128981
1.4643	0.128981	0.133401	0.124587
1.47761	0.124587	0.128981	0.120234
1.49092	0.120234	0.124587	0.115937
1.50423	0.115937	0.120234	0.111712
1.51754	0.111712	0.115937	0.107578
1.53085	0.107578	0.111712	0.10355
1.54417	0.10355	0.107578	0.0996462
1.55748	0.0996462	0.10355	0.0958812
1.57079	0.0958812	0.0996462	0.0922696
1.5841	0.0922696	0.0958812	0.0888241
1.59741	0.0888241	0.0922696	0.0855562
1.61073	0.0855562	0.0888241	0.0824751
1.62404	0.0824751	0.0855562	0.079589
1.63735	0.079589	0.0824751	0.0769037
1.65066	0.0769037	0.079589	0.0744237
1.66397	0.0744237	0.0769037	0.072152
1.67728	0.072152	0.0744237	0.0700898
1.6906	0.0700898	0.072152	0.0682373
1.70391	0.0682373	0.0700898	0.0665934
1.71722	0.0665934	0.0682373	0.065156
1.73053	0.065156	0.0665934	0.0639218
1.74384	0.0639218	0.065156	0.0628871
1.75715	0.0628871	0.0639218	0.0620476
1.77047	0.0620476	0.0628871	0.061398
1.78378	0.061398	0.0620476	0.0609328
1.79709	0.0609328	0.061398	0.0606463
1.8104	0.0606463	0.0609328	0.060532
1.82371	0.060532	0.0606463	0.0605833
ClusterDistance: 1.82371
Clusters nr:1
100	
FINISHED
